ORDER_NO,ORDER_DATE,CUSTOMER_NO,PRODUCT_NUMBER,ORDER_QUANTITY,SALES_PRICE,SHIP_DATE,SHIP_QUANTITY,INVOICE_NO,INVOICE_DATE,SUBTOTAL,TAX,INVOICE_TOTAL,DUE_DATE
38132,09/27/2021,100257,12224436,16,115.01,10/07/2021,16,566448,10/07/2021,1840.16,156.72,1996.88,11/06/2021
38133,09/28/2021,100348,10951702,40,19.43,10/08/2021,40,566449,10/08/2021,777.2,71.1899999999999,848.39,11/07/2021
38136,09/28/2021,100165,72735854,41,22.97,10/08/2021,41,566450,10/08/2021,941.77,77.84,1019.61,11/07/2021
38138,09/28/2021,100140,97935885,75,5.52,10/08/2021,75,566451,10/08/2021,414,34.21,448.21,11/07/2021
38137,09/28/2021,100316,10951445,80,30.05,10/08/2021,80,566452,10/08/2021,2404,157.4,2561.4,11/07/2021
38135,09/28/2021,100286,10951076,24,22.97,10/08/2021,24,566453,10/08/2021,551.28,45.48,596.76,11/07/2021
38134,09/28/2021,100258,72735878,56,26.51,10/08/2021,56,566454,10/08/2021,1484.56,120.74,1605.3,11/07/2021
38141,09/29/2021,100234,10951445,80,30.05,10/09/2021,80,566455,10/09/2021,2404,198.33,2602.33,11/08/2021
38140,09/29/2021,100307,63172654,22,14.16,10/09/2021,22,566456,10/09/2021,311.52,26.92,338.44,11/08/2021
38139,09/29/2021,100239,36667130,68,8.3,10/09/2021,68,566457,10/09/2021,564.4,54.66,619.06,11/08/2021
38142,09/30/2021,100299,10951449,75,9.72,10/10/2021,75,566458,10/10/2021,729,60.14,789.14,11/09/2021
38143,10/01/2021,100140,10951450,31,17.68,10/11/2021,13,566459,10/11/2021,229.84,18.96,248.8,11/10/2021
38144,10/02/2021,100336,10951491,67,8.83,10/12/2021,67,566460,10/12/2021,591.61,48.81,640.42,11/11/2021
38145,10/03/2021,100183,10951657,58,3.5,10/13/2021,58,566461,10/13/2021,203,16.75,219.75,11/12/2021
38154,10/04/2021,100293,72735878,56,26.51,10/14/2021,56,566462,10/14/2021,1484.56,104.19,1588.75,11/13/2021
38152,10/04/2021,100259,72842370,44,30.05,10/14/2021,44,566463,10/14/2021,1322.2,95.8899999999999,1418.09,11/13/2021
38153,10/04/2021,100129,48672267,54,19.43,10/14/2021,54,566464,10/14/2021,1049.22,85.27,1134.49,11/13/2021
38151,10/04/2021,100141,97936188,9,5.52,10/14/2021,9,566465,10/14/2021,49.68,4.64,54.32,11/13/2021
38148,10/04/2021,100145,29186812,9,6.55,10/14/2021,9,566466,10/14/2021,58.95,4.95999999999999,63.91,11/13/2021
38149,10/04/2021,100260,96924168,34,42.44,10/14/2021,34,566467,10/14/2021,1442.96,118.5,1561.46,11/13/2021
38147,10/04/2021,100264,84826659,41,17.68,10/14/2021,41,566468,10/14/2021,724.88,59.29,784.17,11/13/2021
38150,10/04/2021,100306,72735878,56,26.51,10/14/2021,56,566469,10/14/2021,1484.56,120.74,1605.3,11/13/2021
38146,10/04/2021,100232,10951702,40,19.43,10/14/2021,40,566470,10/14/2021,777.2,64.12,841.32,11/13/2021
38156,10/05/2021,100140,84826320,89,17.68,10/15/2021,89,566471,10/15/2021,1573.52,128.01,1701.53,11/14/2021
38155,10/05/2021,100274,10951708,91,17.68,10/15/2021,91,566472,10/15/2021,1608.88,132.73,1741.61,11/14/2021
38157,10/05/2021,100305,37430652,56,13.79,10/15/2021,56,566473,10/15/2021,772.24,61.26,833.5,11/14/2021
38159,10/05/2021,100175,63506154,57,15.22,10/15/2021,57,566474,10/15/2021,867.54,68.0500000000001,935.59,11/14/2021
38158,10/05/2021,100278,10951708,16,17.68,10/15/2021,16,566475,10/15/2021,282.88,22.04,304.92,11/14/2021
38161,10/06/2021,100197,12287756,38,19.45,10/16/2021,38,566476,10/16/2021,739.1,58.6999999999999,797.8,11/15/2021
38160,10/06/2021,100271,10960673,54,530.98,10/16/2021,54,566477,10/16/2021,28672.92,2365.52,31038.44,11/15/2021
38163,10/06/2021,100206,28975110,28,14.07,10/16/2021,28,566478,10/16/2021,393.96,28.95,422.91,11/15/2021
38162,10/06/2021,100140,10971023,80,31.82,10/16/2021,80,566479,10/16/2021,2545.6,214.91,2760.51,11/15/2021
38164,10/07/2021,100279,10960824,77,460.18,10/17/2021,77,566480,10/17/2021,35433.86,2923.29,38357.15,11/16/2021
38165,10/08/2021,100308,10962589,55,61.91,10/18/2021,55,566481,10/18/2021,3405.05,280.92,3685.97,11/17/2021
38169,10/09/2021,100140,10951702,40,19.43,10/19/2021,40,566482,10/19/2021,777.2,59.7199999999999,836.92,11/18/2021
38166,10/09/2021,100151,63506154,3,15.22,10/19/2021,3,566483,10/19/2021,45.66,3.89,49.55,11/18/2021
38171,10/09/2021,100276,48691470,47,17.68,10/19/2021,47,566484,10/19/2021,830.96,66.3299999999999,897.29,11/18/2021
38176,10/09/2021,100277,36666513,14,30.05,10/19/2021,14,566485,10/19/2021,420.7,37.4,458.1,11/18/2021
38167,10/09/2021,100228,37430652,56,13.79,10/19/2021,56,566486,10/19/2021,772.24,49.77,822.01,11/18/2021
38173,10/09/2021,100268,29186812,9,6.55,10/19/2021,9,566487,10/19/2021,58.95,10.39,69.34,11/18/2021
38170,10/09/2021,100260,10951076,39,22.97,10/19/2021,39,566488,10/19/2021,895.83,72.4799999999999,968.31,11/18/2021
38179,10/09/2021,100188,63167475,22,21.24,10/19/2021,22,566489,10/19/2021,467.28,40.62,507.9,11/18/2021
38177,10/09/2021,100315,96949965,51,10.6,10/19/2021,51,566490,10/19/2021,540.6,47.3099999999999,587.91,11/18/2021
38172,10/09/2021,100209,36674341,22,30.05,10/19/2021,22,566491,10/19/2021,661.1,48.9599999999999,710.06,11/18/2021
38178,10/09/2021,100113,37430652,56,13.79,10/19/2021,56,566492,10/19/2021,772.24,51.77,824.01,11/18/2021
38168,10/09/2021,100344,29166218,53,23.9,10/19/2021,53,566493,10/19/2021,1266.7,110.49,1377.19,11/18/2021
38175,10/09/2021,100232,37430652,56,13.79,10/19/2021,56,566494,10/19/2021,772.24,54.16,826.4,11/18/2021
38174,10/09/2021,100325,10951076,28,22.97,10/19/2021,28,566495,10/19/2021,643.16,50.6600000000001,693.82,11/18/2021
38180,10/10/2021,100226,29196008,96,6.81,10/20/2021,96,566496,10/20/2021,653.76,47.16,700.92,11/19/2021
38181,10/10/2021,100307,36336691,73,12.35,10/20/2021,73,566497,10/20/2021,901.55,73.74,975.29,11/19/2021
38185,10/10/2021,100162,10951702,16,19.43,10/20/2021,16,566498,10/20/2021,310.88,25.65,336.53,11/19/2021
38184,10/10/2021,100316,10960824,2,460.18,10/20/2021,1,566499,10/20/2021,460.18,28.94,489.12,11/19/2021
38182,10/10/2021,100140,12287744,66,24.76,10/20/2021,66,566500,10/20/2021,1634.16,138.46,1772.62,11/19/2021
38186,10/10/2021,100349,36667045,30,22.97,10/20/2021,30,566501,10/20/2021,689.1,50.77,739.87,11/19/2021
38183,10/10/2021,100274,10951657,43,3.5,10/20/2021,43,566502,10/20/2021,150.5,12.42,162.92,11/19/2021
38187,10/12/2021,100256,97931868,26,104.39,10/22/2021,26,566503,10/22/2021,2714.14,165.91,2880.05,11/21/2021
38188,10/13/2021,100138,12350736,83,10.25,10/23/2021,83,566504,10/23/2021,850.75,69.86,920.61,11/22/2021
38190,10/13/2021,100230,48666290,10,141.56,10/23/2021,10,566505,10/23/2021,1415.6,117.68,1533.28,11/23/2021
38189,10/13/2021,100220,36666513,73,30.05,10/23/2021,73,566506,10/23/2021,2193.65,181.99,2375.64,11/22/2021
38191,10/15/2021,100105,29195742,46,2.11,10/25/2021,46,566507,10/25/2021,97.06,8.01,105.07,11/24/2021
38195,10/16/2021,100140,29195863,9,5.22,10/26/2021,9,566508,10/26/2021,46.98,3.88,50.86,11/25/2021
38192,10/16/2021,100249,63506154,57,15.22,10/26/2021,57,566509,10/26/2021,867.54,68.0500000000001,935.59,11/25/2021
38193,10/16/2021,100287,29276267,94,12.35,10/26/2021,94,566510,10/26/2021,1160.9,81.1699999999999,1242.07,11/25/2021
38194,10/16/2021,100203,10950627,51,17.68,10/26/2021,51,566511,10/26/2021,901.68,89.25,990.93,11/25/2021
38197,10/17/2021,100322,63506166,83,6.71,10/27/2021,83,566512,10/27/2021,556.93,48.45,605.38,11/26/2021
38196,10/17/2021,100349,29196008,96,6.81,10/27/2021,96,566513,10/27/2021,653.76,53.94,707.7,11/26/2021
38213,10/18/2021,100268,48692522,1,38.9,10/28/2021,1,566514,10/28/2021,38.9,4.42,43.32,11/27/2021
38216,10/18/2021,100197,84826260,62,17.68,10/28/2021,62,566515,10/28/2021,1096.16,80.1399999999999,1176.3,11/27/2021
38212,10/18/2021,100111,29215223,99,26.46,10/08/2021,99,566516,10/28/2021,2619.54,222.71,2842.25,11/27/2021
38204,10/18/2021,100161,72735878,56,26.51,10/28/2021,56,566517,10/28/2021,1484.56,120.74,1605.3,11/27/2021
38209,10/18/2021,100324,10951450,59,17.68,10/28/2021,59,566518,10/28/2021,1043.12,50.7900000000002,1093.91,11/27/2021
38219,10/18/2021,100107,29197992,47,13.28,10/28/2021,47,566519,10/28/2021,624.16,51.49,675.65,11/27/2021
38201,10/18/2021,100321,48690744,26,17.15,10/28/2021,30,566520,10/28/2021,514.5,35.73,550.23,11/27/2021
38215,10/18/2021,100231,29161378,80,19.38,10/28/2021,80,566521,10/28/2021,1550.4,119.64,1670.04,11/27/2021
38203,10/18/2021,100140,10951708,16,17.68,10/28/2021,16,566522,10/28/2021,282.88,22.98,305.86,11/27/2021
38206,10/18/2021,100132,72735878,56,26.51,10/28/2021,56,566523,10/28/2021,1484.56,120.74,1605.3,11/27/2021
38218,10/18/2021,100338,72735854,33,22.97,10/28/2021,33,566524,10/28/2021,758.01,51.3200000000001,809.33,11/27/2021
38210,10/18/2021,100350,37430652,77,13.79,10/28/2021,77,566525,10/28/2021,1061.83,88.24,1150.07,11/27/2021
38199,10/18/2021,100140,72735878,56,26.51,10/28/2021,56,566526,10/28/2021,1484.56,120.74,1605.3,11/27/2021
38200,10/18/2021,100248,12262648,39,7.06,10/28/2021,39,566527,10/28/2021,275.34,21.94,297.28,11/27/2021
38208,10/18/2021,100303,36693108,47,26.51,10/28/2021,47,566528,10/28/2021,1245.97,95.6299999999999,1341.6,11/27/2021
38214,10/18/2021,100274,41448554,12,26.51,10/28/2021,12,566529,10/28/2021,318.12,28.56,346.68,11/27/2021
38211,10/18/2021,100187,29168880,73,33.54,10/28/2021,73,566530,10/28/2021,2448.42,190.67,2639.09,11/27/2021
38207,10/18/2021,100221,12287744,59,24.76,10/28/2021,59,566531,10/28/2021,1460.84,109.98,1570.82,11/27/2021
38205,10/18/2021,100140,84826320,67,17.68,10/28/2021,67,566532,10/28/2021,1184.56,91.73,1276.29,11/27/2021
38217,10/18/2021,100211,36667130,75,8.3,10/28/2021,75,566533,10/28/2021,622.5,49.85,672.35,11/27/2021
38202,10/18/2021,100210,10951657,58,3.5,10/28/2021,58,566534,10/28/2021,203,13.85,216.85,11/27/2021
38198,10/18/2021,100266,10951450,59,17.68,10/28/2021,59,566535,10/28/2021,1043.12,50.5400000000002,1093.66,11/27/2021
38222,10/19/2021,100325,84826260,62,17.68,10/29/2021,62,566536,10/29/2021,1096.16,63.1099999999999,1159.27,11/28/2021
38224,10/19/2021,100152,97935885,75,5.52,10/29/2021,75,566537,10/29/2021,414,35.77,449.77,11/28/2021
38221,10/19/2021,100114,72735854,33,22.97,10/29/2021,33,566538,10/29/2021,758.01,53.3100000000001,811.32,11/28/2021
38220,10/19/2021,100216,48691470,47,17.68,10/29/2021,47,566539,10/29/2021,830.96,67.8199999999999,898.78,11/28/2021
38225,10/19/2021,100284,10951076,39,22.97,10/29/2021,39,566540,10/29/2021,895.83,73.31,969.14,11/28/2021
38226,10/19/2021,100322,29201066,43,24.69,10/29/2021,43,566541,10/29/2021,1061.67,87.59,1149.26,11/28/2021
38223,10/19/2021,100200,72721431,13,14.12,10/29/2021,13,566542,10/29/2021,183.56,14.62,198.18,11/28/2021
38228,10/20/2021,100232,72735878,56,26.51,10/30/2021,56,566543,10/30/2021,1484.56,120.74,1605.3,11/29/2021
38231,10/20/2021,100178,10951445,31,30.05,10/30/2021,31,566544,10/30/2021,931.55,60.6500000000001,992.2,11/29/2021
38235,10/20/2021,100239,29186812,9,6.55,10/30/2021,9,566545,10/30/2021,58.95,7.09,66.04,11/29/2021
38229,10/20/2021,100268,36674341,22,30.05,10/30/2021,22,566546,10/30/2021,661.1,52.11,713.21,11/29/2021
38238,10/20/2021,100296,84826635,98,17.68,10/30/2021,98,566547,10/30/2021,1732.64,134.09,1866.73,11/29/2021
38237,10/20/2021,100224,72842370,56,30.05,10/30/2021,56,566548,10/30/2021,1682.8,100.87,1783.67,11/29/2021
38232,10/20/2021,100192,63506130,49,10.07,10/30/2021,49,566549,10/30/2021,493.43,26.6299999999999,520.06,11/29/2021
38233,10/20/2021,100342,29208640,27,14.07,10/30/2021,27,566550,10/30/2021,379.89,31.34,411.23,11/29/2021
38240,11/05/2021,100109,72723548,23,58.37,10/30/2021,23,566551,10/30/2021,1342.51,94.6300000000001,1437.14,11/29/2021
38236,10/20/2021,100140,29186812,24,6.55,10/30/2021,30,566552,10/30/2021,196.5,14.45,210.95,11/29/2021
38239,10/20/2021,100123,72721382,22,15.89,10/30/2021,22,566553,10/30/2021,349.58,26.85,376.43,11/29/2021
38234,10/20/2021,100291,72868228,68,8.83,10/30/2021,68,566554,10/30/2021,600.44,50.18,650.62,11/29/2021
38227,10/20/2021,100217,12287744,59,24.76,10/30/2021,59,566555,10/30/2021,1460.84,104.78,1565.62,11/29/2021
38230,10/20/2021,100247,63172654,56,14.16,10/30/2021,56,566556,10/30/2021,792.96,62.67,855.63,11/29/2021
38241,10/21/2021,100113,29209439,14,58.32,10/31/2021,14,566557,10/31/2021,816.48,67.36,883.84,11/30/2021
38242,10/22/2021,100138,29215223,23,26.46,11/01/2021,23,566558,11/01/2021,608.58,50.21,658.79,12/01/2021
38244,10/23/2021,100211,29208640,62,14.07,10/30/2021,62,566559,10/30/2021,872.34,72.5899999999999,944.93,11/29/2021
38246,10/23/2021,100214,10951491,83,8.83,11/02/2021,83,566560,11/02/2021,732.89,59.6800000000001,792.57,12/02/2021
38261,10/23/2021,100281,12262648,39,7.06,11/02/2021,39,566561,11/02/2021,275.34,21.94,297.28,12/02/2021
38252,10/23/2021,100140,36667045,93,22.97,11/02/2021,93,566562,11/02/2021,2136.21,201.06,2337.27,12/02/2021
38259,10/23/2021,100115,10950627,53,17.68,11/02/2021,53,566563,11/02/2021,937.04,79.59,1016.63,12/02/2021
38258,10/23/2021,100132,28975110,57,14.07,11/02/2021,57,566564,11/02/2021,801.99,58.99,860.98,12/02/2021
38260,10/23/2021,100140,84826320,67,17.68,11/02/2021,67,566565,11/02/2021,1184.56,91.73,1276.29,12/02/2021
38247,10/23/2021,100297,12477508,83,7.06,11/02/2021,83,566566,11/02/2021,585.98,45.25,631.23,12/02/2021
38249,10/23/2021,100333,29268003,60,58.32,11/02/2021,60,566567,11/02/2021,3499.2,288.68,3787.88,12/02/2021
38243,10/23/2021,100225,29196008,96,6.81,11/02/2021,96,566568,11/02/2021,653.76,51.29,705.05,12/02/2021
38248,10/23/2021,100185,10951076,39,22.97,11/02/2021,39,566569,11/02/2021,895.83,66.61,962.44,12/02/2021
38257,10/23/2021,100343,10899801,26,140.72,11/02/2021,26,566570,11/02/2021,3658.72,240.63,3899.35,12/02/2021
38254,10/23/2021,100280,48691470,47,17.68,11/02/2021,47,566571,11/02/2021,830.96,64.13,895.09,12/02/2021
38250,10/23/2021,100315,72723536,14,97.31,11/02/2021,14,566572,11/02/2021,1362.34,120.35,1482.69,12/02/2021
38255,10/23/2021,100144,36799189,63,28.28,11/02/2021,63,566573,11/02/2021,1781.64,150.56,1932.2,12/02/2021
38253,10/23/2021,100170,48690744,71,17.15,11/02/2021,71,566574,11/02/2021,1217.65,97.9099999999999,1315.56,12/02/2021
38256,10/23/2021,100180,36801282,82,45.98,11/02/2021,82,566575,11/02/2021,3770.36,394.66,4165.02,12/02/2021
38251,10/23/2021,100145,96924180,79,15.91,11/02/2021,79,566576,11/02/2021,1256.89,106.8,1363.69,12/02/2021
38245,10/23/2021,100124,29196008,96,6.81,11/02/2021,96,566577,11/02/2021,653.76,49.41,703.17,12/02/2021
38262,10/24/2021,100103,29276267,90,12.35,11/03/2021,90,566578,11/03/2021,1111.5,91.7,1203.2,12/03/2021
38279,10/25/2021,100256,36667045,85,22.97,11/04/2021,85,566579,11/04/2021,1952.45,178.58,2131.03,12/04/2021
38266,10/25/2021,100250,48691470,47,17.68,11/04/2021,47,566580,11/04/2021,830.96,67.17,898.13,12/04/2021
38277,10/25/2021,100175,36801282,82,45.98,11/04/2021,82,566581,11/04/2021,3770.36,332.07,4102.43,12/04/2021
38272,10/25/2021,100116,10951445,31,30.05,11/04/2021,31,566582,11/04/2021,931.55,64.88,996.43,12/04/2021
38284,10/25/2021,100137,28975110,28,14.07,11/04/2021,28,566583,11/04/2021,393.96,31.79,425.75,12/04/2021
38281,10/25/2021,100276,84826659,41,17.68,11/04/2021,41,566584,11/04/2021,724.88,58.13,783.01,12/04/2021
38270,10/25/2021,100120,63506130,82,10.07,11/04/2021,82,566585,11/04/2021,825.74,67.23,892.97,12/04/2021
38269,10/25/2021,100213,72723500,33,58.37,11/04/2021,33,566586,11/04/2021,1926.21,161.09,2087.3,12/04/2021
38271,10/25/2021,100286,12244038,77,24.76,11/04/2021,77,566587,11/04/2021,1906.52,157.82,2064.34,12/04/2021
38283,10/25/2021,100322,10950991,91,4.41,11/04/2021,91,566588,11/04/2021,401.31,38.76,440.07,12/04/2021
38280,10/25/2021,100140,29186812,68,6.55,11/04/2021,68,566589,11/04/2021,445.4,37.59,482.99,12/04/2021
38264,10/25/2021,100331,96924531,40,0.78,11/04/2021,40,566590,11/04/2021,31.2,5.13,36.33,12/04/2021
38276,10/25/2021,100184,28975110,57,14.07,11/04/2021,57,566591,11/04/2021,801.99,60.3099999999999,862.3,12/04/2021
38282,10/25/2021,100329,21794781,58,9.01,11/04/2021,58,566592,11/04/2021,522.58,36.68,559.26,12/04/2021
38275,10/25/2021,100269,41448554,18,26.51,11/04/2021,18,566593,11/04/2021,477.18,32.27,509.45,12/04/2021
38274,10/25/2021,100225,29195742,5,2.11,11/04/2021,5,566594,11/04/2021,10.55,1.49,12.04,12/04/2021
38263,10/25/2021,100154,84826320,89,17.68,11/04/2021,89,566595,11/04/2021,1573.52,119.19,1692.71,12/04/2021
38265,10/25/2021,100279,36336691,59,12.35,11/04/2021,59,566596,11/04/2021,728.65,60.11,788.76,12/04/2021
38285,10/25/2021,100275,12350736,53,10.25,11/04/2021,53,566597,11/04/2021,543.25,45.76,589.01,12/04/2021
38278,10/25/2021,100219,10951491,77,8.83,11/04/2021,77,566598,11/04/2021,679.91,57.22,737.13,12/04/2021
38267,10/25/2021,100321,29268003,71,58.32,11/04/2021,71,566599,11/04/2021,4140.72,318.45,4459.17,12/04/2021
38268,10/25/2021,100220,84826236,7,17.68,11/04/2021,7,566600,11/04/2021,123.76,8.32000000000001,132.08,12/04/2021
38273,10/25/2021,100224,10951445,80,30.05,11/04/2021,80,566601,11/04/2021,2404,141.86,2545.86,12/04/2021
38296,10/26/2021,100216,10951445,31,30.05,11/05/2021,31,566602,11/05/2021,931.55,66.75,998.3,12/05/2021
38303,10/26/2021,100140,63506166,38,6.71,11/05/2021,38,566603,11/05/2021,254.98,27.35,282.33,12/05/2021
38288,10/26/2021,100321,29007381,48,8.5,11/05/2021,48,566604,11/05/2021,408,39.97,447.97,12/05/2021
38300,10/26/2021,100108,84826236,21,17.68,11/05/2021,21,566605,11/05/2021,371.28,30.72,402,12/05/2021
38286,10/26/2021,100161,48690744,26,17.15,11/05/2021,30,566606,11/05/2021,514.5,35.99,550.49,12/05/2021
38297,10/26/2021,100148,10951445,80,30.05,11/05/2021,80,566607,11/05/2021,2404,197.37,2601.37,12/05/2021
38299,10/26/2021,100305,36336691,89,12.35,11/05/2021,89,566608,11/05/2021,1099.15,89.0899999999999,1188.24,12/05/2021
38293,10/26/2021,100177,48666290,10,141.56,11/05/2021,10,566609,11/05/2021,1415.6,127.81,1543.41,12/05/2021
38295,10/26/2021,100297,29215223,23,26.46,11/05/2021,23,566610,11/05/2021,608.58,50.1899999999999,658.77,12/05/2021
38302,10/26/2021,100272,97935885,75,5.52,11/05/2021,75,566611,11/05/2021,414,37.72,451.72,12/05/2021
38298,10/26/2021,100179,48692522,1,38.9,11/05/2021,1,566612,11/05/2021,38.9,4.42,43.32,12/05/2021
38305,10/26/2021,100259,36665787,1,97.26,11/05/2021,95,566613,11/05/2021,9239.7,762.28,10001.98,12/05/2021
38291,10/26/2021,100141,12262648,100,7.06,11/05/2021,100,566614,11/05/2021,706,57.3200000000001,763.32,12/05/2021
38290,10/26/2021,100313,72842370,44,30.05,11/05/2021,44,566615,11/05/2021,1322.2,105.86,1428.06,12/05/2021
38294,10/26/2021,100125,72868022,61,22.99,11/05/2021,61,566616,11/05/2021,1402.39,112.77,1515.16,12/05/2021
38306,10/26/2021,100141,12224279,2,14.14,11/05/2021,2,566617,11/05/2021,28.28,3.67,31.95,12/05/2021
38287,10/26/2021,100140,48673380,13,12.37,11/05/2021,13,566618,11/05/2021,160.81,12.5,173.31,12/05/2021
38304,10/26/2021,100209,36667045,93,22.97,11/05/2021,93,566619,11/05/2021,2136.21,182.56,2318.77,12/05/2021
38289,10/26/2021,100110,72735878,42,26.51,11/05/2021,42,566620,11/05/2021,1113.42,98.1399999999999,1211.56,12/05/2021
38301,10/26/2021,100198,63506130,49,10.07,11/05/2021,49,566621,11/05/2021,493.43,33.74,527.17,12/05/2021
38292,10/26/2021,100339,72735878,56,26.51,11/05/2021,56,566622,11/05/2021,1484.56,120.74,1605.3,12/05/2021
38307,10/27/2021,100227,36666513,73,30.05,11/06/2021,73,566623,11/06/2021,2193.65,180.98,2374.63,12/06/2021
38310,10/27/2021,100105,36667045,93,22.97,11/06/2021,93,566624,11/06/2021,2136.21,231.35,2367.56,12/06/2021
38309,10/27/2021,100348,36693108,47,26.51,11/06/2021,47,566625,11/06/2021,1245.97,79.73,1325.7,12/06/2021
38311,10/27/2021,100315,48698911,96,33.59,11/06/2021,96,566626,11/06/2021,3224.64,319.12,3543.76,12/06/2021
38308,10/27/2021,100228,72735854,41,22.97,11/06/2021,41,566627,11/06/2021,941.77,87.3499999999999,1029.12,12/06/2021
38312,10/28/2021,100346,36667045,85,22.97,11/07/2021,85,566628,11/07/2021,1952.45,161.08,2113.53,12/07/2021
38313,10/29/2021,100185,36667130,67,8.3,11/08/2021,67,566629,11/08/2021,556.1,45.88,601.98,12/08/2021
38318,11/15/2021,100104,10971023,18,31.82,11/09/2021,18,566630,11/09/2021,572.76,50.9400000000001,623.7,12/09/2021
38323,10/30/2021,100261,37430652,56,13.79,11/09/2021,56,566631,11/09/2021,772.24,52.99,825.23,12/09/2021
38326,10/30/2021,100140,72721431,13,14.12,11/09/2021,13,566632,11/09/2021,183.56,14.57,198.13,12/09/2021
38324,10/30/2021,100287,36693012,78,8.3,11/09/2021,78,566633,11/09/2021,647.4,51.7,699.1,12/09/2021
38325,10/30/2021,100102,12350736,53,10.25,11/09/2021,53,566634,11/09/2021,543.25,46.9400000000001,590.19,12/09/2021
38321,10/30/2021,100234,12350736,42,10.25,11/09/2021,42,566635,11/09/2021,430.5,33,463.5,12/09/2021
38319,10/30/2021,100250,10951450,59,17.68,11/09/2021,59,566636,11/09/2021,1043.12,59.2900000000002,1102.41,12/09/2021
38320,10/30/2021,100205,36674341,5,30.05,11/09/2021,5,566637,11/09/2021,150.25,12.4,162.65,12/09/2021
38316,10/30/2021,100223,10951450,59,17.68,11/09/2021,59,566638,11/09/2021,1043.12,50.8800000000001,1094,12/09/2021
38322,10/30/2021,100237,36799613,90,6.18,11/09/2021,90,566639,11/09/2021,556.2,46.01,602.21,12/09/2021
38317,10/30/2021,100212,48691470,47,17.68,11/09/2021,47,566640,11/09/2021,830.96,65.01,895.97,12/09/2021
38314,10/30/2021,100261,48690744,26,17.15,11/09/2021,30,566641,11/09/2021,514.5,39.96,554.46,12/09/2021
38315,10/30/2021,100305,10950627,51,17.68,11/09/2021,51,566642,11/09/2021,901.68,83.08,984.76,12/09/2021
38328,10/31/2021,100325,36689212,58,2.99,11/10/2021,58,566643,11/10/2021,173.42,14.31,187.73,12/10/2021
38327,10/31/2021,100126,48692522,51,38.9,11/10/2021,51,566644,11/10/2021,1983.9,163.67,2147.57,12/10/2021
38329,11/01/2021,100284,36689236,20,4.58,11/11/2021,20,566645,11/11/2021,91.6,7.56,99.16,12/11/2021
38330,11/02/2021,100310,63506154,3,15.22,11/12/2021,3,566646,11/12/2021,45.66,3.89,49.55,12/12/2021
38346,11/02/2021,100146,29007381,48,8.5,11/12/2021,48,566647,11/12/2021,408,40.07,448.07,12/12/2021
38331,11/02/2021,100146,41448554,18,26.51,11/12/2021,18,566648,11/12/2021,477.18,36.99,514.17,12/12/2021
38348,11/02/2021,100182,72721407,47,17.68,11/12/2021,47,566649,11/12/2021,830.96,79.7199999999999,910.68,12/12/2021
38333,11/02/2021,100283,84826236,7,17.68,11/12/2021,7,566650,11/12/2021,123.76,8.32000000000001,132.08,12/12/2021
38345,11/02/2021,100227,96924531,40,0.78,11/12/2021,40,566651,11/12/2021,31.2,5.13,36.33,12/12/2021
38334,11/02/2021,100110,63506142,37,11.74,11/12/2021,37,566652,11/12/2021,434.38,35.92,470.3,12/12/2021
38332,11/02/2021,100232,36689987,45,4.05,11/12/2021,45,566653,11/12/2021,182.25,15.04,197.29,12/12/2021
38344,11/02/2021,100340,63506154,57,15.22,11/12/2021,57,566654,11/12/2021,867.54,57.76,925.3,12/12/2021
38341,11/02/2021,100294,36667130,99,8.3,11/12/2021,99,566655,11/12/2021,821.7,66.7099999999999,888.41,12/12/2021
38337,11/02/2021,100244,29186812,9,6.55,11/12/2021,9,566656,11/12/2021,58.95,7.09,66.04,12/12/2021
38338,11/02/2021,100168,96949965,77,10.6,11/12/2021,77,566657,11/12/2021,816.2,64.1099999999999,880.31,12/12/2021
38339,11/02/2021,100335,36693108,47,26.51,11/12/2021,47,566658,11/12/2021,1245.97,92.06,1338.03,12/12/2021
38350,11/02/2021,100285,29268003,54,58.32,11/12/2021,54,566659,11/12/2021,3149.28,290.56,3439.84,12/12/2021
38351,11/02/2021,100303,63506154,39,15.22,11/12/2021,39,566660,11/12/2021,593.58,48.66,642.24,12/12/2021
38347,11/02/2021,100180,48692522,1,38.9,11/12/2021,1,566661,11/12/2021,38.9,4.42,43.32,12/12/2021
38340,11/02/2021,100107,36667045,30,22.97,11/12/2021,30,566662,11/12/2021,689.1,54.1,743.2,12/12/2021
38336,11/02/2021,100298,63506154,57,15.22,11/12/2021,57,566663,11/12/2021,867.54,66.6700000000001,934.21,12/12/2021
38335,11/02/2021,100198,96949965,51,10.6,11/12/2021,51,566664,11/12/2021,540.6,45.89,586.49,12/12/2021
38343,11/02/2021,100153,12287732,90,22.99,11/12/2021,90,566665,11/12/2021,2069.1,156.32,2225.42,12/12/2021
38349,11/02/2021,100218,36667045,93,22.97,11/12/2021,93,566666,11/12/2021,2136.21,185.3,2321.51,12/12/2021
38342,11/02/2021,100131,36799431,91,32.73,11/12/2021,91,566667,11/12/2021,2978.43,303.15,3281.58,12/12/2021
38353,11/03/2021,100140,97931868,41,104.39,11/13/2021,41,566668,11/13/2021,4279.99,301.730000000001,4581.72,12/13/2021
38352,11/03/2021,100121,36693012,78,8.3,11/13/2021,78,566669,11/13/2021,647.4,53.41,700.81,12/13/2021
